,titulo,endereco,preco,quartos,suites,banheiros,vagas,privativos,total,infra,coordenadas,link
148,Apartamento 2 Quartos Centro 6m²,"Rua José Honório Vieira, 101, Centro - Navegantes/SC","R$ 360.000,00",2,1,2,1,6 M2,79 M2,['Estacionamento'],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8942243, -48.6562935&zoom=16",https://maximoveis.com.br/imovel/12695/apartamento-2-quartos-residencial-veneto-centro-navegantes/
149,Apartamento 3 Quartos Balneário Santa Clara 141m²,"Rua Conselheiro Júlio Kumm, 217, Balneário Santa Clara - Itajaí/SC","R$ 4.200.000,00",3,3,4,2,141 M2,173 M2,"['Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Guarita', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas', 'Sauna Condominial', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9532481, -48.6319428&zoom=16",https://maximoveis.com.br/imovel/12913/apartamento-3-quartos-surfers-paradise-balneario-santa-clara-itajai/
150,Apartamento 3 Quartos Centro 140m²,"Rua 1111, 139, Centro - Balneário Camboriú/SC","R$ 1.270.000,00",3,2,4,1,140 M2,160 M2,"['Elevador', 'Gás Central', 'Interfone']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9813603, -48.63753930000001&zoom=16",https://maximoveis.com.br/imovel/10534/apartamento-3-quartos-valencia-bc-centro-balneario-camboriu/
151,Apartamento 3 Quartos Centro 164m²,"Avenida Joca Brandão, 193, Centro - Itajaí/SC","R$ 1.650.000,00",3,3,4,2,164 M2,222 M2,"['Aquecimento Central', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Gás Central', 'Guarita', 'Interfone', 'Piscina Coletiva', 'Playground', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9111756, -48.6556684&zoom=16",https://maximoveis.com.br/imovel/11719/apartamento-3-quartos-residencial-monet-centro-itajai/
152,Apartamento 3 Quartos Centro 105m²,"Rua Advogado Arão Rebello, 299, Centro - Navegantes/SC","R$ 748.411,00",3,1,2,1,105 M2,,"['Brinquedoteca', 'Elevador', 'Elevador de Serviço', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8955214, -48.646361&zoom=16",https://maximoveis.com.br/imovel/12531/apartamento-3-quartos-genebra-residence-centro-navegantes/
153,Apartamento 3 Quartos Ressacada 91m²,"Rua Irene Bonanomi Da Silva, 387, Ressacada - Itajaí/SC","R$ 610.000,00",3,1,3,2,91 M2,93 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9298432, -48.6715571&zoom=16",https://maximoveis.com.br/imovel/12736/apartamento-3-quartos-ressacada-itajai/
154,Apartamento 3 Quartos Fazenda 162m²,"Rua Lauro Muller, 236, Fazenda - Itajaí/SC","R$ 2.000.000,00",3,3,5,2,162 M2,,"['Aquecimento Central', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Gás Central', 'Interfone', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.90715, -48.6553818&zoom=16",https://maximoveis.com.br/imovel/10132/apartamento-3-quartos-vivacita-residencial-fazenda-itajai/
155,Apartamento 2 Quartos Machados 57m²,"Rua Valdezir Sebastião Sacavem, 125, Machados - Navegantes/SC","R$ 250.000,00",2,,1,1,57 M2,,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8739132, -48.6861919&zoom=16",https://maximoveis.com.br/imovel/12242/apartamento-2-quartos-residencial-dom-manoel-machados-navegantes/
156,Apartamento 3 Quartos Centro 132m²,"Rua Camboriú, 80, Centro - Itajaí/SC","R$ 900.000,00",3,1,2,1,132 M2,172 M2,"['Condomínio Fechado', 'Elevador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9087725, -48.6571979&zoom=16",https://maximoveis.com.br/imovel/12461/apartamento-3-quartos-leopoldo-zarling-centro-itajai/
157,Apartamento 3 Quartos Centro 145m²,"Rua João Bauer, 280, Centro - Itajaí/SC","R$ 1.730.000,00",3,3,4,3,145 M2,178 M2,"['Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9102232, -48.66130769999995&zoom=16",https://maximoveis.com.br/imovel/1885/apartamento-3-quartos-palladium-residence-centro-itajai/
158,Apartamento 3 Quartos Ressacada 97m²,"Rua Irene Bonanomi Da Silva, 80, Ressacada - Itajaí/SC","R$ 640.000,00",3,1,3,2,97 M2,98 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9300341, -48.6735903&zoom=16",https://maximoveis.com.br/imovel/12464/apartamento-3-quartos-residencial-benjamin-ressacada-itajai/
159,Apartamento 3 Quartos Dom Bosco 77m²,"Rua José Gall, 905, Dom Bosco - Itajaí/SC","R$ 730.000,00",3,1,2,2,77 M2,,"['Brinquedoteca', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Quiosque', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9229778, -48.6808469&zoom=16",https://maximoveis.com.br/imovel/12700/apartamento-3-quartos-supreme-garden-dom-bosco-itajai/
160,Apartamento 3 Quartos Fazenda 123m²,"Rua Gregório Chaves, 29, Fazenda - Itajaí/SC","R$ 1.262.544,44",3,3,4,2,123 M2,160 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9200722, -48.65487090000001&zoom=16",https://maximoveis.com.br/imovel/10703/apartamento-3-quartos-le-havre-residence-fazenda-itajai/
161,Apartamento 2 Quartos São Vicente 62m²,"Rua São Vicente, 251, São Vicente - Itajaí/SC","R$ 500.000,00",2,1,2,1,62 M2,85 M2,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Lavanderia', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Quadra de Tênis', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8999044, -48.687016&zoom=16",https://maximoveis.com.br/imovel/12801/apartamento-2-quartos-sao-vicente-home-club-sao-vicente-itajai/
162,Apartamento 2 Quartos Meia Praia 56m²,"Rua Gervásio De Souza, 515, Meia Praia - Navegantes/SC","R$ 330.000,00",2,1,1,1,56 M2,77 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8547954000000000, -48.6436898000000000&zoom=16",https://maximoveis.com.br/imovel/12688/apartamento-2-quartos-residencial-genova-meia-praia-navegantes/
163,Apartamento 3 Quartos Praia Brava 187m²,"Rua Delfim Mário Pádua Peixoto, 580, Praia Brava - Itajaí/SC","R$ 6.080.184,59",3,3,4,3,187 M2,,"['Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Estacionamento', 'Gás Central', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Porteiro Eletrônico', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Spa', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.945536, -48.6307536&zoom=16",https://maximoveis.com.br/imovel/9026/apartamento-3-quartos-le-blanc-brava-residence-praia-brava-itajai/
164,Apartamento 6 Quartos Ariribá 214m²,"Rua Maracanã, 205, Ariribá - Balneário Camboriú/SC","R$ 1.400.000,00",6,2,4,3,214 M2,246 M2,['Estacionamento'],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9691606, -48.645236&zoom=16",https://maximoveis.com.br/imovel/11340/apartamento-6-quartos-aririba-balneario-camboriu/
165,Apartamento 2 Quartos Vila Operária 73m²,"Rua Duque De Caxias, 313, Vila Operária - Itajaí/SC","R$ 670.000,00",2,1,2,2,73 M2,104 M2,"['Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9100895, -48.6728977&zoom=16",https://maximoveis.com.br/imovel/12851/apartamento-2-quartos-byron-bay-vila-operaria-itajai/
166,Apartamento 2 Quartos Centro 68m²,"Rua Juvenal Garcia, 246, Centro - Itajaí/SC","R$ 585.000,00",2,1,2,1,68 M2,96 M2,"['Condomínio Fechado', 'Elevador', 'Gás Central', 'Interfone', 'Playground', 'Salão de Festas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9135575, -48.6642488&zoom=16",https://maximoveis.com.br/imovel/10543/apartamento-2-quartos-residencial-peter-brook-centro-itajai/
167,Apartamento 1 Quarto Centro 38m²,"Rua Jorge Mattos, 360, Centro - Itajaí/SC","R$ 430.000,00",1,,1,1,38 M2,63 M2,"['Condomínio Fechado', 'Elevador', 'Interfone', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.912542, -48.662681&zoom=16",https://maximoveis.com.br/imovel/12630/apartamento-1-quarto-unique-(ck-)-centro-itajai/
168,Apartamento 3 Quartos Centro 227m²,"Avenida Prefeito Cirino Adolfo Cabral, 1491, Centro - Navegantes/SC","R$ 2.040.000,00",3,3,5,3,227 M2,317 M2,"['Brinquedoteca', 'Circuito Fechado de TV', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Gás Central', 'Guarita', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Porteiro Eletrônico', 'Sala Fitness', 'Salão de Festas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8952389, -48.64332890000003&zoom=16",https://maximoveis.com.br/imovel/3338/apartamento-3-quartos-costiera-amalfitana-centro-navegantes/
169,Apartamento 3 Quartos Fazenda 130m²,"Rua Tubarão, 117, Fazenda - Itajaí/SC","R$ 1.545.693,63",3,3,4,2,130 M2,,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9141996, -48.6545751&zoom=16",https://maximoveis.com.br/imovel/12047/apartamento-3-quartos-motiro-fazenda-itajai/
170,Apartamento 3 Quartos Fazenda 95m²,"Rua Camboriú, 673, Fazenda - Itajaí/SC","R$ 1.087.000,00",3,1,2,2,95 M2,,"['Brinquedoteca', 'Churrasqueira Condominial', 'Circuito Fechado de TV', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Guarita', 'Heliponto', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Quadra de Esportes', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']",,https://maximoveis.com.br/imovel/4733/apartamento-3-quartos-plaza-gaudi-fazenda-itajai/
171,Apartamento 2 Quartos Meia Praia 63m²,"Rua Rua Geraldo José Borba, 646, Meia Praia - Navegantes/SC","R$ 310.000,00",2,,2,1,63 M2,,['Estacionamento'],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8553618, -48.6447943&zoom=16",https://maximoveis.com.br/imovel/12717/apartamento-2-quartos-residencial-verona-meia-praia-navegantes/
172,Apartamento 3 Quartos Centro 114m²,"Rua Joinville, 270, Centro - Itajaí/SC","R$ 900.000,00",3,1,2,1,114 M2,192 M2,"['Elevador', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.908319827489226, -48.65798456343077&zoom=16",https://maximoveis.com.br/imovel/6382/apartamento-3-quartos-osny-pereira-centro-itajai/
173,Apartamento 3 Quartos Centro 107m²,"Rua Lauro Muller, 306, Centro - Itajaí/SC","R$ 1.270.000,00",3,3,4,2,107 M2,121 M2,"['Condomínio Fechado', 'Elevador', 'Estacionamento', 'Guarita', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.907767, -48.655454399999996&zoom=16",https://maximoveis.com.br/imovel/3905/apartamento-3-quartos-de-leon-centro-itajai/
174,Apartamento 2 Quartos Nações 61m²,"Rua Tailândia, 201, Nações - Balneário Camboriú/SC","R$ 700.000,00",2,,1,1,61 M2,70 M2,['Elevador'],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9753073, -48.641253500000005&zoom=16",https://maximoveis.com.br/imovel/2222/apartamento-2-quartos-rubi-na%C3%A7oes-balneario-camboriu/
175,Apartamento 3 Quartos Ressacada 91m²,"Rua Irene Bonanomi Da Silva, 387, Ressacada - Itajaí/SC","R$ 610.000,00",3,1,3,2,91 M2,93 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9298432, -48.6715571&zoom=16",https://maximoveis.com.br/imovel/12735/apartamento-3-quartos-ressacada-itajai/
176,Apartamento 2 Quartos Centro 69m²,"Rua Franklin Máximo Pereira, 274, Centro - Itajaí/SC","R$ 570.000,00",2,1,2,1,69 M2,,"['Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Lavanderia', 'Piscina Coletiva', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9124355, -48.6650917&zoom=16",https://maximoveis.com.br/imovel/11943/apartamento-2-quartos-fontana-della-barcaccia-centro-itajai/
177,Apartamento 2 Quartos Dom Bosco 88m²,"Rua Modesto Fernandes Vieira, 205, Dom Bosco - Itajaí/SC","R$ 799.000,00",2,2,2,1,88 M2,133 M2,"['Bicicletário', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Estacionamento', 'Gás Central', 'Guarita', 'Interfone', 'Piscina Coletiva', 'Playground', 'Portaria', 'Porteiro Eletrônico', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9181183, -48.672928&zoom=16",https://maximoveis.com.br/imovel/12454/apartamento-2-quartos-mykonos-%E2%80%93-ilhas-gregas-dom-bosco-itajai/
178,Apartamento 2 Quartos Itaipava 44m²,"Rua Maria De Souza Gonçalves, 38, Itaipava - Itajaí/SC","R$ 200.000,00",2,,1,1,44 M2,49 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Estacionamento', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9434091, -48.7474332&zoom=16",https://maximoveis.com.br/imovel/12705/apartamento-2-quartos-luna-bella-itaipava-itajai/
179,Apartamento 2 Quartos Centro 104m²,"Rua Manoel Santos Gaya, 99, Centro - Navegantes/SC","R$ 490.000,00",2,1,2,1,104 M2,137 M2,"['Elevador', 'Gás Central', 'Interfone', 'Salão de Festas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8999987, -48.65169419999999&zoom=16",https://maximoveis.com.br/imovel/11775/apartamento-2-quartos-don-juan-centro-navegantes/
180,Apartamento 2 Quartos Espinheiros 54m²,"Rua Fermino Vieira Cordeiro, 1442, Espinheiros - Itajaí/SC","R$ 275.000,00",2,,1,1,54 M2,86 M2,"['Condomínio Fechado', 'Elevador', 'Piscina Coletiva', 'Playground', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8946667, -48.7328104&zoom=16",https://maximoveis.com.br/imovel/12878/apartamento-2-quartos-vila-das-palmeiras-espinheiros-itajai/
181,Apartamento 4 Quartos Praia Brava 289m²,"Avenida Carlos Drumond De Andrade, 200, Praia Brava - Itajaí/SC","R$ 6.248.286,21",4,4,5,2,289 M2,,"['Brinquedoteca', 'Elevador', 'Espaço Gourmet', 'Jardim', 'Piscina Coletiva', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9560392, -48.63191810000001&zoom=16",https://maximoveis.com.br/imovel/9018/apartamento-4-quartos-solares-da-brava-praia-brava-itajai/
182,Apartamento 3 Quartos Centro 146m²,"Rua João Bauer, 280, Centro - Itajaí/SC","R$ 1.580.000,00",3,3,4,2,146 M2,180 M2,"['Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9102993, -48.6614673&zoom=16",https://maximoveis.com.br/imovel/10868/apartamento-3-quartos-palladium-residence-centro-itajai/
183,Apartamento 2 Quartos São Judas 73m²,"Rua José Tedeo, 133, São Judas - Itajaí/SC","R$ 798.000,00",2,2,3,2,73 M2,110 M2,"['Brinquedoteca', 'Elevador', 'Estacionamento', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9152057, -48.6721434&zoom=16",https://maximoveis.com.br/imovel/12424/apartamento-2-quartos-dom-vicente-sao-judas-itajai/
184,Apartamento 3 Quartos Praia Brava 173m²,"Rua Delfim Mário Pádua Peixoto, 580, Praia Brava - Itajaí/SC","R$ 4.473.159,23",3,3,4,3,173 M2,,"['Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Estacionamento', 'Gás Central', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Porteiro Eletrônico', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Spa', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.945536, -48.6307536&zoom=16",https://maximoveis.com.br/imovel/8321/apartamento-3-quartos-le-blanc-brava-residence-praia-brava-itajai/
185,Apartamento 3 Quartos Fazenda 125m²,"Rua Antônio Rocha De Andrade, 45, Fazenda - Itajaí/SC","R$ 1.684.446,58",3,3,4,2,125 M2,210 M2,"['Brinquedoteca', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9222568, -48.6478208&zoom=16",https://maximoveis.com.br/imovel/10816/apartamento-3-quartos-casa-atalaia-47-fazenda-itajai/
186,Apartamento 3 Quartos Fazenda 88m²,"Rua Antônio Bonanomi, 94, Fazenda - Itajaí/SC","R$ 1.200.000,00",3,1,2,2,88 M2,,"['Bicicletário', 'Brinquedoteca', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9216716, -48.647993&zoom=16",https://maximoveis.com.br/imovel/12675/apartamento-3-quartos-one-palace-residence-fazenda-itajai/
187,Apartamento 1 Quarto Centro 50m²,"Rua Uruguai, 45, Centro - Itajaí/SC","R$ 540.000,00",1,,1,,50 M2,81 M2,"['Bicicletário', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Depósito', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Lavanderia', 'Piscina Coletiva', 'Sala Fitness', 'Salão de Jogos', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9087827, -48.6646308&zoom=16",https://maximoveis.com.br/imovel/11873/apartamento-1-quarto-hub-45-centro-itajai/
188,Apartamento 2 Quartos Meia Praia 63m²,"Rua Gervásio De Souza, 573, Meia Praia - Navegantes/SC","R$ 350.000,00",2,1,2,1,63 M2,74 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.85471, -48.64426&zoom=16",https://maximoveis.com.br/imovel/11538/apartamento-2-quartos-rio-loire-meia-praia-navegantes/
189,Apartamento 3 Quartos Centro 134m²,"Rua Quinze De Novembro, 538, Centro - Itajaí/SC","R$ 1.791.995,00",3,3,4,2,134 M2,,"['Brinquedoteca', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Interfone', 'Piscina Aquecida', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9100404, -48.6556626&zoom=16",https://maximoveis.com.br/imovel/10785/apartamento-3-quartos-soho-538-centro-itajai/
190,Apartamento 2 Quartos Ariribá 62m²,"Rua Gaturamo, 1356, Ariribá - Balneário Camboriú/SC","R$ 790.000,00",2,1,2,1,62 M2,109 M2,"['Bicicletário', 'Brinquedoteca', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9673588, -48.6400143&zoom=16",https://maximoveis.com.br/imovel/12266/apartamento-2-quartos-inside-aririba-balneario-camboriu/
